team__displayName,team__abbrName,team__logoId,player__position,player__rosterId,player__fullName,player__yearsPro,player__injuryLength,player__portraitId,player__jerseyNum,gamesPlayed,fantasy_points,defTotalCatchAllowed,defTotalDeflections,defTotalForcedFum,defTotalFumRec,defTotalInts,defTotalIntReturnYds,defTotalSacks,defTotalSafeties,defTotalTDs,defTotalTackles
Cardinals,ARI,6,ROLB,551027325,Akeem Davis-Gaither,7,0,245,41,2,3.00,2,1,0,0,0,0,0.00,0,0,3.00
Cardinals,ARI,6,SS,551027271,Kamren Curl,7,0,225,3,13,57.00,4,11,2,1,3,283,1.00,0,1,34.00
Cardinals,ARI,6,ROLB,551029309,Jahlani Tavai,8,4,9649,48,7,13.00,1,0,0,0,0,0,1.00,0,0,11.00
Cardinals,ARI,6,RE,551028722,Ogbonnia Okoronkwo,9,0,9012,54,7,26.00,1,2,2,0,0,0,3.00,0,0,14.00
Cardinals,ARI,6,MLB,551029194,Roquan Smith,9,0,9061,0,13,68.00,6,8,3,1,5,101,1.50,0,1,35.00
Cardinals,ARI,6,SS,551027430,Terrell Edmunds,9,0,8874,38,12,33.00,6,7,1,0,1,5,2.50,0,0,22.00
Cardinals,ARI,6,DT,551029640,Leonard Williams,12,0,7381,98,4,5.00,0,0,0,0,0,0,1.00,0,0,3.00
Chargers,LAC,7,DT,551029274,Sheldon Greenberry,0,0,10351,90,7,28.00,0,0,0,0,0,0,7.00,0,0,14.00
Chargers,LAC,7,MLB,551028345,Jason Purvis,1,0,10356,21,12,38.00,10,4,1,0,2,19,2.50,0,0,24.00
Chargers,LAC,7,SS,551027867,Jaden Hicks,3,0,10107,22,4,5.00,0,0,0,0,0,0,0.00,0,0,5.00
Chargers,LAC,7,ROLB,551027110,Jaylon Carlies,3,0,10028,57,2,2.00,0,0,0,0,0,0,0.00,0,0,2.00
Chargers,LAC,7,DT,551028666,Jer'Zhan Newton,3,0,10193,95,9,33.00,0,1,1,1,0,0,6.00,0,0,18.00
Chargers,LAC,7,LE,551027461,Jonah Elliss,3,0,10066,9,7,11.00,0,0,0,1,0,0,1.50,0,0,8.00
Chargers,LAC,7,FS,551027354,Marcellas Dial,3,0,10056,27,4,4.00,0,0,0,0,0,0,0.00,0,0,4.00
Chargers,LAC,7,CB,551028553,Cameron Mitchell,4,0,2315,29,1,1.00,0,0,0,0,0,0,0.00,0,0,1.00
Chargers,LAC,7,LE,551029676,Tyree Wilson,4,0,2482,98,8,25.00,1,1,0,0,0,0,3.00,0,0,19.00
Chargers,LAC,7,RE,551027424,Arnold Ebiketie,5,0,1558,40,2,2.00,0,0,0,0,0,0,0.00,0,0,2.00
Chargers,LAC,7,SS,551027752,Kyle Hamilton,5,0,1753,9,5,23.00,3,5,0,0,3,76,0.00,0,1,8.00
Chargers,LAC,7,CB,551029057,Asante Samuel Jr,6,0,1289,4,12,34.00,10,9,1,1,2,17,1.50,0,0,22.00
Chargers,LAC,7,RE,551028832,Jaelan Phillips,6,0,1028,96,7,29.00,0,1,0,1,0,0,6.50,0,1,10.00
Chargers,LAC,7,DT,551029643,Milton Williams,6,0,1588,93,2,2.00,0,0,0,0,0,0,0.50,0,0,1.00
Chargers,LAC,7,LOLB,551027204,Zaven Collins,6,0,1012,25,8,23.00,4,2,2,0,2,15,1.00,0,0,9.00
Chargers,LAC,7,MLB,551029135,Isaiah Simmons,7,0,569,19,12,82.00,12,5,2,2,8,127,2.50,0,1,41.00
Chargers,LAC,7,SS,551027154,Jeremy Chinn,7,0,211,11,10,34.00,4,5,1,0,1,72,1.00,0,1,20.00
Chargers,LAC,7,CB,551029529,Charvarius Ward,9,0,9951,28,10,20.00,3,4,1,0,0,0,0.00,0,0,17.00
Chargers,LAC,7,LE,551028269,Harold Landry III,9,0,8966,58,1,1.00,0,0,0,0,0,0,0.00,0,0,1.00
Chargers,LAC,7,CB,551026720,Jaire Alexander,9,0,8797,24,11,45.00,13,5,1,0,3,315,0.00,0,1,27.00
Chargers,LAC,7,ROLB,551026820,Jerome Baker,9,0,8811,5,11,25.00,1,1,1,0,0,0,1.00,0,0,20.00
Chargers,LAC,7,FS,551028944,Justin Reid,9,0,9035,20,10,25.00,4,4,0,0,1,20,0.00,0,0,22.00
Chargers,LAC,7,CB,551028914,Jalen Ramsey,11,14,8185,0,11,30.00,5,5,0,0,1,23,0.00,0,0,27.00
Chargers,LAC,7,DT,551027182,Jadeveon Clowney,13,0,6380,99,1,7.00,0,0,1,0,0,0,1.00,0,0,2.00
Chiefs,KC,8,CB,551026954,Evan Smith,0,0,3350,31,12,26.00,13,4,0,0,0,0,0.00,0,0,26.00
Chiefs,KC,8,MLB,551028811,LaRon Horne,0,0,3970,53,2,4.00,0,0,0,0,0,0,0.00,0,0,4.00
Chiefs,KC,8,SS,551028357,Richard Caver,0,0,3937,43,12,41.00,9,2,2,0,1,2,0.00,0,0,32.00
Chiefs,KC,8,FS,551028069,Roy Ward,0,0,3522,25,3,3.00,1,0,0,0,0,0,0.00,0,0,3.00
Chiefs,KC,8,CB,551029545,Kevin Felix,1,0,3554,27,6,12.00,4,0,0,0,0,0,0.00,0,0,12.00
Chiefs,KC,8,LE,551028706,Oscar Way,1,0,3480,95,3,5.00,1,0,0,0,0,0,0.00,0,0,5.00
Chiefs,KC,8,MLB,551029025,Chauncey Pryor,2,0,3410,52,2,4.00,0,0,0,0,0,0,0.00,0,0,4.00
Chiefs,KC,8,ROLB,551028343,Lance Devlin,2,0,3380,57,9,24.00,0,2,0,0,0,0,4.00,0,0,16.00
Chiefs,KC,8,LE,551026703,Miguel Enriquez,2,0,3853,93,5,6.00,0,0,0,0,0,0,0.50,0,0,5.00
Chiefs,KC,8,MLB,551027370,Ross Street,2,0,10317,40,13,67.00,19,9,3,1,2,65,2.00,0,0,48.00
Chiefs,KC,8,LOLB,551028992,Chop Robinson,3,0,10229,44,11,27.00,5,1,0,0,0,0,3.00,0,0,21.00
Chiefs,KC,8,FS,551027054,Javon Bullard,3,0,10024,20,13,53.00,8,4,1,0,3,32,1.00,0,0,39.00
Chiefs,KC,8,LE,551027461,Jonah Elliss,3,0,10066,9,2,4.00,0,0,0,0,0,0,1.00,0,0,2.00
Chiefs,KC,8,CB,551026915,DaRon Bland,5,0,2689,26,11,55.00,13,4,0,2,4,83,0.00,0,3,25.00
Chiefs,KC,8,MLB,551029515,Quay Walker,5,0,2006,7,12,59.00,17,6,0,0,1,8,1.50,0,0,53.00
Chiefs,KC,8,CB,551028461,Roger McCreary,5,0,1843,24,13,61.00,15,6,0,0,5,315,0.50,0,0,45.00
Chiefs,KC,8,DT,551028157,Travis Jones,5,0,1790,98,9,12.00,0,1,0,0,0,0,0.00,0,0,12.00
Chiefs,KC,8,CB,551027738,Bryce Hall,7,0,315,34,2,2.00,1,0,0,0,0,0,0.00,0,0,2.00
Chiefs,KC,8,RE,551028658,Anthony Nelson,8,0,9586,94,1,1.00,0,0,0,0,0,0,0.00,0,0,1.00
Chiefs,KC,8,RE,551027692,Carl Granderson,8,0,9475,96,6,12.00,0,0,0,0,0,0,2.50,0,0,7.00
Chiefs,KC,8,DT,551028830,Harrison Phillips,9,0,9022,99,1,3.00,0,0,0,0,0,0,1.00,0,0,1.00
Chiefs,KC,8,ROLB,551029381,Shaq Thompson,12,0,7352,54,4,5.00,0,0,0,0,0,0,0.00,0,0,5.00
Colts,IND,9,CB,551027952,Dre Coats,0,0,3566,28,13,49.00,31,4,0,0,1,17,0.00,0,0,46.00
Colts,IND,9,FS,551028872,Terrelle Short,0,0,3755,37,13,34.00,12,5,0,0,0,0,0.00,0,0,34.00
Colts,IND,9,SS,551029247,Tyrone Shepard,0,0,3939,42,7,12.00,6,1,0,0,0,0,0.00,0,0,12.00
Colts,IND,9,FS,551027975,Austin Love,1,0,3372,35,2,3.00,0,0,0,0,0,0,0.00,0,0,3.00
Colts,IND,9,ROLB,551027216,Jarius Whittington,1,0,3761,45,8,12.00,4,1,0,0,0,0,0.00,0,0,12.00
Colts,IND,9,LE,551029617,Todd Byrne,1,0,10312,93,3,8.00,0,0,0,0,0,0,2.50,0,0,3.00
Colts,IND,9,MLB,551026828,Tyler Waters,1,0,10317,39,7,15.00,7,3,0,0,0,0,0.00,0,0,15.00
Colts,IND,9,CB,551029759,Darveon Green,2,0,3846,34,5,13.00,1,2,0,0,0,0,0.00,0,0,13.00
Colts,IND,9,RE,551027844,Desmond Johnson,2,0,4077,70,8,15.00,0,0,0,1,0,0,1.00,0,0,13.00
Colts,IND,9,LOLB,551027399,Joe Evans,3,0,0,48,3,3.00,2,0,0,0,0,0,0.00,0,0,3.00
Colts,IND,9,DT,551029748,Cameron Young,4,0,2493,94,2,2.00,0,0,0,0,0,0,0.00,0,0,2.00
Colts,IND,9,MLB,551029412,Henry To'oTo'o,4,0,2431,43,6,30.00,9,1,0,0,1,17,1.00,0,0,25.00
Colts,IND,9,LOLB,551029060,Jack Sanborn,5,0,1936,57,7,32.00,10,3,0,0,0,0,1.00,0,0,30.00
Colts,IND,9,RE,551029749,Chase Young,7,7,687,99,11,34.00,0,1,1,0,0,0,6.00,0,0,19.00
Colts,IND,9,MLB,551028346,David Long Jr,8,0,9556,11,6,16.00,5,1,0,0,1,11,0.00,0,0,13.00
Colts,IND,9,CB,551028631,Sean Murphy-Bunting,8,0,9405,0,11,23.00,12,5,0,0,0,0,0.00,0,0,23.00
Colts,IND,9,ROLB,551027438,T.J. Edwards,8,0,9449,49,11,48.00,18,7,0,0,0,0,1.00,0,0,46.00
Colts,IND,9,SS,551027454,DeShon Elliott,9,0,8877,25,13,40.00,21,2,0,0,1,4,0.00,0,0,37.00
Colts,IND,9,LE,551027708,Rasheem Green,9,0,8904,90,2,1.00,1,0,0,0,0,0,0.00,0,0,1.00
Colts,IND,9,ROLB,551028692,Uchenna Nwosu,9,0,9008,40,10,22.00,1,1,0,0,0,0,1.00,0,0,20.00
Colts,IND,9,DT,551029484,Vita Vea,9,0,9093,50,12,25.00,0,2,0,0,0,0,2.00,0,0,21.00
Colts,IND,9,CB,551028276,Marshon Lattimore,10,7,8632,23,13,54.00,27,7,1,2,1,0,0.00,0,0,48.00
Colts,IND,9,DT,551028127,Chris Jones,11,0,8082,95,11,32.00,0,1,0,0,0,0,5.50,0,0,21.00
Commanders,WAS,25,ROLB,551029496,Isaiah Johnson,0,0,4069,51,5,13.00,1,0,1,1,0,0,1.00,0,0,8.00
Commanders,WAS,25,FS,551027184,DeSean Mayo,1,0,3581,27,5,14.00,0,3,0,0,2,29,0.00,0,0,8.00
Commanders,WAS,25,LE,551028301,Shamell Parker,1,0,10327,94,1,1.00,0,0,0,0,0,0,0.00,0,0,1.00
Commanders,WAS,25,SS,551028945,Sheldon Bartel,1,0,3939,48,3,4.00,0,0,0,0,0,0,0.00,0,0,4.00
Commanders,WAS,25,CB,551028230,Tahj Howard,1,0,3860,17,12,38.00,2,7,1,1,2,70,4.00,0,0,21.00
Commanders,WAS,25,CB,551026971,Benji Nelson,2,0,3884,29,11,52.00,3,2,1,1,4,143,0.00,0,1,31.00
Commanders,WAS,25,ROLB,551027350,Jacoby Seawright,2,3,4222,59,9,32.00,5,3,0,1,1,0,2.50,0,0,24.00
Commanders,WAS,25,DT,551027523,Kevin Rucker,2,0,3473,90,2,4.00,0,0,0,0,0,0,1.00,0,0,2.00
Commanders,WAS,25,LOLB,551028324,Michael Phillips,2,0,3362,46,9,22.00,0,0,1,0,0,0,2.50,0,0,14.00
Commanders,WAS,25,DT,551027736,Mike Hall Jr,3,0,10095,98,8,12.00,0,3,0,0,0,0,0.50,0,0,11.00
Commanders,WAS,25,MLB,551028124,Cam Jones,4,0,2244,44,5,23.00,0,0,0,0,3,42,0.00,0,1,8.00
Commanders,WAS,25,RE,551029258,Dante Stills,4,0,2412,91,1,1.00,0,0,0,0,0,0,0.00,0,0,1.00
Commanders,WAS,25,DT,551029451,Kobie Turner,4,0,5178,95,9,13.00,0,1,1,0,0,0,0.50,0,0,9.00
Commanders,WAS,25,LOLB,551029439,Tuli Tuipulotu,4,0,2634,45,9,24.00,1,1,0,0,0,0,2.50,0,0,19.00
Commanders,WAS,25,CB,551029348,Ambry Thomas,6,0,1350,30,2,4.00,0,0,0,0,1,28,0.00,0,0,1.00
Commanders,WAS,25,MLB,551028136,Ernest Jones,6,0,1595,53,13,63.00,4,4,2,0,5,319,2.00,0,0,38.00
Commanders,WAS,25,CB,551028664,Greg Newsome II,6,0,1273,0,13,48.00,4,7,1,1,2,7,0.00,0,0,39.00
Commanders,WAS,25,FS,551028354,Julian Love,8,0,9558,20,13,45.00,2,5,1,0,2,15,0.00,0,0,36.00
Commanders,WAS,25,FS,551028809,Jabrill Peppers,10,0,8684,25,12,44.00,1,6,1,1,2,25,2.00,0,0,31.00
Commanders,WAS,25,LE,551027965,Danielle Hunter,12,0,7179,55,8,24.00,0,1,1,0,0,0,3.50,0,0,14.00
Cowboys,DAL,10,CB,551027946,Brian Foster,0,0,10343,27,4,10.00,0,0,1,0,0,0,0.00,0,0,7.00
Cowboys,DAL,10,LOLB,551027064,George Woodard,0,0,4089,51,5,6.00,0,0,0,0,0,0,0.50,0,0,5.00
Cowboys,DAL,10,FS,551028262,Picasso McKinney,0,0,3651,36,1,1.00,0,0,0,0,0,0,0.00,0,0,1.00
Cowboys,DAL,10,CB,551026764,John Traylor,1,0,3884,24,12,47.00,0,7,0,0,7,374,0.00,0,1,20.00
Cowboys,DAL,10,FS,551027534,Will Clayborn,1,0,10325,39,12,48.00,0,6,1,0,4,107,0.50,0,1,26.00
Cowboys,DAL,10,ROLB,551028056,Chris Smith,2,0,3939,44,5,8.00,0,1,0,0,1,0,0.00,0,0,5.00
Cowboys,DAL,10,CB,551029610,D'Andre Barden,2,0,3696,4,12,54.00,0,5,1,1,4,150,1.00,0,1,31.00
Cowboys,DAL,10,DT,551029208,Devon Coates,2,0,10350,75,2,7.00,0,0,0,0,0,0,1.00,0,0,5.00
Cowboys,DAL,10,ROLB,551027379,Randy Ramsay,2,0,3970,49,6,15.00,0,1,0,1,0,0,2.00,0,0,11.00
Cowboys,DAL,10,DT,551029746,Byron Young,4,0,2490,97,4,7.00,0,0,0,0,0,0,1.50,0,0,4.00
Cowboys,DAL,10,CB,551029428,Cory Trice Jr,4,0,3869,6,7,20.00,0,3,1,0,3,49,0.00,0,0,8.00
Cowboys,DAL,10,MLB,551028756,DeMarvion Overshown,4,0,2344,13,12,48.00,0,3,0,1,3,124,1.50,0,1,30.00
Cowboys,DAL,10,MLB,551027104,Jack Campbell,4,0,1907,46,6,20.00,0,2,1,0,1,8,1.00,0,0,12.00
Cowboys,DAL,10,RE,551027123,Jalen Carter,4,0,2563,98,6,15.00,0,0,0,1,0,0,3.50,0,0,8.00
Cowboys,DAL,10,LOLB,551029141,Trenton Simpson,4,0,3410,0,13,53.00,0,5,1,1,2,87,1.50,0,1,35.00
Cowboys,DAL,10,LE,551029030,Greg Rousseau,6,0,928,50,6,21.00,0,0,1,0,0,0,4.50,0,0,9.00
Cowboys,DAL,10,MLB,551027251,Jabril Cox,6,0,1050,45,5,5.00,0,0,0,0,0,0,0.00,0,0,5.00
Cowboys,DAL,10,SS,551027948,Talanoa Hufanga,6,0,1164,29,13,68.00,0,6,2,1,6,138,0.00,0,2,32.00
Cowboys,DAL,10,DT,551027018,Derrick Brown,7,0,189,95,7,8.00,0,1,0,0,0,0,0.50,0,0,7.00
Cowboys,DAL,10,CB,551028087,Jaylon Johnson,7,0,3468,33,12,30.00,0,11,1,0,0,16,0.00,0,0,27.00
Cowboys,DAL,10,LE,551028725,Julian Okwara,7,0,712,52,1,1.00,0,0,0,0,0,0,0.00,0,0,1.00
Cowboys,DAL,10,SS,551028049,Rayshawn Jenkins,10,0,8601,2,7,15.00,0,0,1,0,0,0,0.00,0,0,12.00
Dolphins,MIA,11,CB,551028827,Andru Phillips,3,0,10208,35,8,21.00,12,1,0,0,1,20,0.00,0,0,18.00
Dolphins,MIA,11,LE,551028278,Laiatu Latu,3,0,10150,97,11,44.00,0,1,1,1,0,0,8.50,0,0,24.00
Dolphins,MIA,11,CB,551029051,Mike Sainristil,3,0,10239,33,10,40.00,16,4,1,3,1,23,0.00,0,0,34.00
Dolphins,MIA,11,SS,551029201,Tykee Smith,3,0,10251,23,5,13.00,1,0,1,0,1,18,0.00,0,0,7.00
Dolphins,MIA,11,SS,551028689,Tyler Nubin,3,0,10197,31,13,40.00,16,7,0,1,0,0,0.00,0,1,34.00
Dolphins,MIA,11,LOLB,551027346,SirVocea Dennis,4,0,2107,6,2,2.00,0,0,0,0,0,0,0.00,0,0,2.00
Dolphins,MIA,11,DT,551026880,Travis Bell,4,0,2826,98,4,8.00,0,0,0,0,0,0,1.00,0,0,6.00
Dolphins,MIA,11,MLB,551027635,Jack Gibbens,5,0,3232,46,13,39.00,14,4,0,0,0,0,0.00,0,0,39.00
Dolphins,MIA,11,FS,551027081,Camryn Bynum,6,0,1158,20,13,30.00,6,3,0,0,1,48,0.00,0,1,21.00
Dolphins,MIA,11,CB,551028306,Deommodore Lenoir,6,0,1205,2,13,30.00,13,5,0,0,2,1,0.00,0,0,24.00
Dolphins,MIA,11,CB,551029669,Marco Wilson,6,0,1124,32,6,6.00,1,0,0,0,0,0,0.00,0,0,6.00
Dolphins,MIA,11,MLB,551029579,Pete Werner,6,0,1069,54,12,35.00,4,1,3,0,1,12,1.00,0,0,21.00
Dolphins,MIA,11,ROLB,551027872,Alex Highsmith,7,0,352,56,12,48.00,7,5,0,0,1,20,5.00,0,1,29.00
Dolphins,MIA,11,LOLB,551027949,Bryce Huff,7,0,1453,0,9,16.00,5,0,0,0,0,0,0.50,0,0,15.00
Dolphins,MIA,11,ROLB,551029700,D.J. Wonnum,7,0,684,58,1,1.00,0,0,0,0,0,0,0.00,0,0,1.00
Dolphins,MIA,11,DT,551027899,Michael Hoecht,7,0,896,96,1,1.00,0,0,0,0,0,0,0.50,0,0,0.00
Dolphins,MIA,11,DT,551029611,Christian Wilkins,8,0,9673,94,10,21.00,0,1,0,0,0,0,2.50,0,0,16.00
Dolphins,MIA,11,MLB,551027902,Cole Holcomb,8,0,1452,55,8,19.00,10,4,0,0,0,0,0.00,0,0,19.00
Dolphins,MIA,11,RE,551026738,Josh Hines-Allen,8,0,9365,91,8,33.00,0,1,1,0,0,0,6.50,0,0,17.00
Dolphins,MIA,11,FS,551027470,Marcus Epps,8,0,120,1,5,5.00,2,1,0,0,0,0,0.00,0,0,5.00
Eagles,PHI,12,RE,551027137,Sean Harmon,0,0,10333,69,9,14.00,0,1,0,0,0,0,1.50,0,0,11.00
Eagles,PHI,12,LOLB,551028179,Gabriel Knox,1,0,3942,48,8,19.00,2,2,0,0,0,0,3.00,0,0,13.00
Eagles,PHI,12,DT,551028690,Monte Samuels,1,0,3660,92,1,1.00,0,0,0,0,0,0,0.00,0,0,1.00
Eagles,PHI,12,RE,551029358,Pete Sutherland,1,0,3816,96,6,12.00,0,0,0,0,0,0,2.50,0,0,7.00
Eagles,PHI,12,CB,551029650,Justin Mentor,2,0,10344,17,3,3.00,0,1,0,0,0,0,0.00,0,0,3.00
Eagles,PHI,12,MLB,551029713,Myles Ward,2,0,4069,40,13,41.00,1,5,0,0,1,26,0.00,0,1,32.00
Eagles,PHI,12,LOLB,551028383,Boye Mafe,5,0,1821,53,11,43.00,3,3,0,0,0,0,7.50,0,0,28.00
Eagles,PHI,12,CB,551028467,Trent McDuffie,5,0,1844,22,11,38.00,2,5,0,0,5,206,0.00,0,0,23.00
Eagles,PHI,12,FS,551027648,Alohi Gilman,7,0,703,32,13,27.00,3,8,0,0,1,16,0.00,0,0,24.00
Eagles,PHI,12,SS,551028528,Josh Metellus,7,0,458,44,13,53.00,2,8,0,0,6,84,0.00,0,0,35.00
Eagles,PHI,12,CB,551027362,Trevon Diggs,7,0,250,7,11,35.00,3,8,1,0,3,295,0.00,0,0,23.00
Eagles,PHI,12,ROLB,551029421,Drue Tranquill,8,0,9659,23,13,56.00,7,4,0,0,5,83,0.00,0,1,35.00
Eagles,PHI,12,LE,551027621,Rashan Gary,8,0,9467,52,7,24.00,0,1,0,0,1,12,4.50,0,0,12.00
Eagles,PHI,12,CB,551028381,Avonte Maddox,9,0,8977,29,9,21.00,3,1,0,0,1,10,0.00,0,0,18.00
Eagles,PHI,12,MLB,551029510,Anthony Walker Jr,10,0,8764,6,4,9.00,0,1,0,0,1,4,0.00,0,0,6.00
Eagles,PHI,12,LOLB,551029558,T.J. Watt,10,0,8770,90,8,24.00,0,2,0,0,0,0,6.00,0,0,12.00
Eagles,PHI,12,CB,551029594,Tre'Davious White,10,0,8775,27,12,26.00,3,5,0,0,0,0,0.00,0,0,26.00
Falcons,ATL,13,LE,551029565,Earl Burr,0,0,4197,99,6,12.00,0,0,0,0,0,0,2.00,0,0,8.00
Falcons,ATL,13,DT,551029394,Devin Whiteside,1,0,3866,59,4,10.00,0,0,0,0,0,0,1.50,0,0,7.00
Falcons,ATL,13,LOLB,551027366,Justin Cox,1,0,3765,42,3,3.00,0,0,0,0,0,0,0.00,0,0,3.00
Falcons,ATL,13,LE,551026925,Sidney McCain,1,0,3480,98,1,1.00,0,0,0,0,0,0,0.00,0,0,1.00
Falcons,ATL,13,DT,551028627,Byron Murphy II,3,3,10189,91,9,19.00,0,2,1,0,0,0,3.00,0,0,10.00
Falcons,ATL,13,SS,551027757,Dominique Hampton,3,0,10096,45,13,44.00,8,5,0,0,1,2,0.00,0,0,41.00
Falcons,ATL,13,LOLB,551027877,Jamal Hill,3,0,0,49,8,27.00,1,0,0,0,1,16,1.50,0,0,21.00
Falcons,ATL,13,CB,551028885,Nehemiah Pritchett,3,0,10215,28,1,1.00,0,0,0,0,0,0,0.00,0,0,1.00
Falcons,ATL,13,MLB,551028235,Tyrice Knight,3,0,10145,57,4,4.00,0,0,0,0,0,0,0.50,0,0,3.00
Falcons,ATL,13,CB,551029694,Devon Witherspoon,4,0,2485,21,12,37.00,6,6,1,0,2,22,1.00,0,0,26.00
Falcons,ATL,13,SS,551028998,Jammie Robinson,4,0,2372,20,1,1.00,0,0,0,0,0,0,0.00,0,0,1.00
Falcons,ATL,13,CB,551028142,Jaylon Jones,4,0,2249,26,4,20.00,0,0,0,0,2,50,0.00,0,1,8.00
Falcons,ATL,13,SS,551027023,Ji'Ayir Brown,4,0,1874,27,10,16.00,2,3,0,0,2,28,0.00,0,0,10.00
Falcons,ATL,13,DT,551027185,Keondre Coburn,4,0,2027,93,1,1.00,0,0,0,0,0,0,0.00,0,0,1.00
Falcons,ATL,13,CB,551029197,Terell Smith,4,0,2403,39,9,22.00,7,3,0,1,2,56,0.00,0,0,16.00
Falcons,ATL,13,MLB,551028687,Trevor Nowaske,4,0,0,53,1,1.00,0,0,0,0,0,0,0.00,0,0,1.00
Falcons,ATL,13,ROLB,551027778,Christian Harris,5,0,1756,48,13,51.00,10,5,0,0,0,0,4.50,0,0,42.00
Falcons,ATL,13,SS,551027261,Nick Cross,5,0,1319,38,8,22.00,1,6,0,0,1,1,0.00,0,0,19.00
Falcons,ATL,13,CB,551029341,A.J. Terrell Jr,7,0,610,24,12,41.00,3,10,1,0,2,120,0.00,0,1,26.00
Falcons,ATL,13,RE,551027258,Maxx Crosby,8,0,9426,97,9,25.00,0,2,0,0,0,0,3.50,0,0,18.00
Falcons,ATL,13,MLB,551027375,Tyrel Dodson,8,0,9441,0,11,36.00,4,7,0,1,4,47,0.00,0,0,24.00
Falcons,ATL,13,FS,551026858,Jessie Bates III,9,0,8815,38,4,9.00,2,1,0,0,0,0,0.00,0,0,9.00
Falcons,ATL,13,RE,551027777,Charles Harris,10,0,8575,95,1,1.00,0,0,0,0,0,0,0.00,0,0,1.00
