team__displayName,team__abbrName,team__logoId,player__position,player__rosterId,player__fullName,player__yearsPro,player__injuryLength,player__portraitId,player__jerseyNum,gamesPlayed,fantasy_points,defTotalCatchAllowed,defTotalDeflections,defTotalForcedFum,defTotalFumRec,defTotalInts,defTotalIntReturnYds,defTotalSacks,defTotalSafeties,defTotalTDs,defTotalTackles
Rams,LAR,23,LOLB,551027299,Steven Rose,1,0,3403,40,5,15.00,6,0,0,0,1,11,0.00,0,0,12.00
Rams,LAR,23,SS,551027607,Brian Wallace,2,0,10345,26,6,11.00,1,1,0,0,0,0,0.00,0,0,11.00
Rams,LAR,23,DT,551027559,Deion Pittman,2,0,3473,95,2,2.00,0,0,0,0,0,0,0.50,0,0,1.00
Rams,LAR,23,CB,551026808,Gabe Alford,2,0,3766,42,5,8.00,0,0,1,0,0,0,0.00,0,0,5.00
Rams,LAR,23,SS,551027086,Greg Blaylock,2,0,3842,20,2,4.00,1,0,0,0,0,0,0.00,0,0,4.00
Rams,LAR,23,FS,551028845,Kion Nash,2,0,10353,48,5,6.00,1,0,0,0,0,0,0.00,0,0,6.00
Rams,LAR,23,DT,551027188,Nyles Weaver,2,0,4076,94,8,15.00,1,0,0,1,0,0,2.00,0,0,11.00
Rams,LAR,23,LE,551029678,Sean Bronson,2,0,3611,91,1,1.00,0,0,0,0,0,0,0.00,0,0,1.00
Rams,LAR,23,CB,551027339,Cooper DeJean,3,0,10053,33,13,51.00,14,3,0,1,2,20,1.00,0,0,43.00
Rams,LAR,23,CB,551029175,Cam Smith,4,0,2396,24,12,51.00,12,6,1,0,1,46,0.00,0,1,39.00
Rams,LAR,23,CB,551028611,Riley Moss,4,0,2330,21,11,37.00,5,4,0,1,2,57,0.00,0,1,25.00
Rams,LAR,23,SS,551026884,Dane Belton,5,6,1172,35,2,4.00,3,0,0,0,0,0,0.00,0,0,4.00
Rams,LAR,23,LE,551026852,Boogie Basham Jr,6,0,1608,96,11,40.00,0,1,2,1,0,0,8.00,0,0,18.00
Rams,LAR,23,LOLB,551027141,K'Lavon Chaisson,7,0,208,56,2,3.00,0,0,0,0,0,0,0.00,0,0,3.00
Rams,LAR,23,MLB,551029591,Kyzir White,8,0,9112,49,10,37.00,8,5,0,0,1,15,0.00,0,0,34.00
Rams,LAR,23,DT,551027969,Maurice Hurst,9,0,8931,93,7,17.00,0,0,0,0,0,0,1.00,1,0,13.00
Rams,LAR,23,MLB,551028981,Elandon Roberts,11,15,8195,50,11,35.00,6,5,0,0,1,9,1.00,0,0,30.00
Ravens,BAL,24,RE,551027993,Melo Scott,0,0,3403,95,11,42.00,0,0,2,0,0,0,6.00,0,0,24.00
Ravens,BAL,24,MLB,551027007,Percy Culliver,0,0,3842,47,12,29.00,2,5,0,0,0,0,0.00,0,0,29.00
Ravens,BAL,24,RE,551028762,Roman Randolph,0,0,3480,98,1,1.00,0,0,0,0,0,0,0.50,0,0,0.00
Ravens,BAL,24,RE,551028549,D'Angelo Newberry,1,0,3950,73,6,13.00,0,0,1,1,0,0,3.00,0,0,4.00
Ravens,BAL,24,MLB,551028121,Eric Cowan,2,0,10353,19,7,20.00,4,3,0,0,2,5,0.50,0,0,13.00
Ravens,BAL,24,FS,551029120,Eric Richardson,2,0,10343,23,6,11.00,5,2,0,0,0,0,0.00,0,0,11.00
Ravens,BAL,24,LE,551026705,Adetomiwa Adebawore,4,0,818,93,8,10.00,0,1,0,0,0,0,2.00,0,0,6.00
Ravens,BAL,24,DT,551027001,Karl Brooks,4,0,2912,96,5,6.00,0,0,0,0,0,0,0.50,0,0,5.00
Ravens,BAL,24,CB,551027897,Tre'Vius Hodges-Tomlinson,4,0,2211,20,4,5.00,2,0,0,0,0,0,0.00,0,0,5.00
Ravens,BAL,24,CB,551027539,Cordale Flott,5,0,1580,28,8,14.00,2,3,0,0,1,17,0.00,0,0,11.00
Ravens,BAL,24,LE,551028188,George Karlaftis,5,0,4064,99,12,28.00,0,2,0,1,0,0,5.00,0,0,18.00
Ravens,BAL,24,CB,551029244,Brandon Stephens,6,0,1157,21,8,29.00,3,3,0,0,1,25,0.00,0,0,26.00
Ravens,BAL,24,CB,551027892,Nate Hobbs,6,0,1184,14,12,28.00,6,7,0,0,3,533,0.00,0,0,19.00
Ravens,BAL,24,FS,551029680,Antoine Winfield Jr,7,0,680,31,13,59.00,11,5,1,0,3,291,0.00,0,0,47.00
Ravens,BAL,24,MLB,551028632,Kenneth Murray Jr,7,0,10349,1,12,25.00,2,1,0,0,0,0,0.00,0,0,25.00
Ravens,BAL,24,SS,551028917,Taylor Rapp,7,0,9606,38,7,18.00,8,4,0,0,0,0,0.00,0,0,18.00
Ravens,BAL,24,RE,551027524,Clelin Ferrell,8,0,9455,55,1,1.00,0,0,0,0,0,0,0.50,0,0,0.00
Ravens,BAL,24,MLB,551029660,Mack Wilson Sr,8,0,9685,36,6,7.00,0,0,0,0,0,0,0.00,0,0,7.00
Ravens,BAL,24,SS,551028027,Derwin James Jr,9,0,8943,3,13,50.00,7,6,0,0,3,69,0.00,0,1,35.00
Ravens,BAL,24,CB,551028933,D.J. Reed Jr,9,0,9034,2,13,32.00,8,8,0,0,2,4,0.00,0,0,26.00
Ravens,BAL,24,LOLB,551028370,Frankie Luvu,9,0,9340,4,10,17.00,0,0,0,0,0,0,2.50,0,0,12.00
Ravens,BAL,24,LOLB,551026773,Alex Anzalone,10,0,8469,34,3,6.00,0,0,0,0,0,0,1.00,0,0,4.00
Saints,NO,26,LE,551027789,Anthony Gallery,0,0,10351,97,8,29.00,2,0,1,1,0,0,3.00,0,1,14.00
Saints,NO,26,FS,551028934,Antwuan Whitaker,0,0,3963,17,12,35.00,4,1,1,0,1,254,0.00,0,0,29.00
Saints,NO,26,DT,551028202,Damion Silver,1,0,3660,51,6,23.00,0,0,0,0,0,0,5.00,0,0,13.00
Saints,NO,26,FS,551029623,Tyrell Vincent,1,0,3942,37,12,35.00,4,6,0,0,0,0,0.00,0,0,35.00
Saints,NO,26,CB,551029445,Barry Samuels,2,0,3860,38,12,30.00,8,5,0,2,1,35,0.00,0,1,21.00
Saints,NO,26,RE,551027521,Gabriel Rogers,2,0,3811,90,6,8.00,0,0,0,0,0,0,2.00,0,0,4.00
Saints,NO,26,RE,551027252,Larry Whiteside,2,0,10352,71,9,13.00,0,1,0,0,0,0,1.00,0,0,11.00
Saints,NO,26,CB,551027709,Renardo Green,3,0,10090,31,2,2.00,0,0,0,0,0,0,0.00,0,0,2.00
Saints,NO,26,DT,551029297,T'Vondre Sweat,3,0,10258,92,5,11.00,0,0,0,0,0,0,1.00,0,0,9.00
Saints,NO,26,CB,551029470,Carrington Valentine,4,0,2440,21,3,3.00,0,0,0,0,0,0,0.00,0,0,3.00
Saints,NO,26,LE,551028929,Jalen Redmond,4,0,2364,61,4,6.00,0,0,0,0,0,0,0.50,0,0,5.00
Saints,NO,26,LOLB,551028335,Devin Lloyd,5,0,1812,33,13,51.00,15,9,0,0,4,46,2.00,0,0,35.00
Saints,NO,26,CB,551029554,Jaylen Watson,5,0,2014,35,11,23.00,6,3,0,0,1,14,0.50,0,0,19.00
Saints,NO,26,MLB,551028268,Nate Landman,5,0,1804,41,6,6.00,1,1,0,0,0,0,0.00,0,0,6.00
Saints,NO,26,ROLB,551028761,Jeremiah Owusu-Koramoah,6,0,1060,6,12,51.00,15,4,1,0,0,0,1.00,0,0,46.00
Saints,NO,26,CB,551028169,Kelvin Joseph,6,0,1281,24,12,51.00,18,2,1,0,1,15,0.00,0,0,45.00
Saints,NO,26,LOLB,551027710,Jonathan Greenard,7,0,305,58,5,13.00,0,0,1,0,0,0,0.50,0,0,9.00
Saints,NO,26,MLB,551029589,Devin White,8,0,9672,50,13,40.00,5,4,0,0,1,14,0.50,0,0,36.00
Saints,NO,26,SS,551029663,Donovan Wilson,8,0,9684,20,1,1.00,0,0,0,0,0,0,0.00,0,0,1.00
Saints,NO,26,DT,551026736,Jonathan Allen,10,0,8793,94,8,20.00,0,0,1,0,0,0,3.00,0,0,11.00
Seahawks,SEA,27,ROLB,551027412,Artie Bennett,0,0,3947,56,10,29.00,2,0,1,0,0,0,5.00,0,0,16.00
Seahawks,SEA,27,MLB,551029019,Gio Barrow,0,0,3358,53,1,1.00,0,0,0,0,0,0,0.00,0,0,1.00
Seahawks,SEA,27,SS,551027984,Aaron Swann,1,0,3760,8,8,32.00,1,5,2,2,1,25,1.00,0,0,21.00
Seahawks,SEA,27,CB,551029098,Rafael McGowan,1,0,4205,23,5,28.00,1,3,1,0,1,44,0.00,0,1,16.00
Seahawks,SEA,27,SS,551027951,Rodney Gunter,1,4,3807,11,5,30.00,0,2,0,0,2,72,0.50,0,1,17.00
Seahawks,SEA,27,FS,551029533,Tim Givens,1,0,3845,29,3,3.00,0,0,0,0,0,0,0.00,0,0,3.00
Seahawks,SEA,27,MLB,551028705,Brendan Hughes,2,0,3810,22,13,63.00,6,6,2,2,6,56,2.50,0,0,34.00
Seahawks,SEA,27,CB,551028881,Deantre Prince,3,0,10214,31,10,21.00,0,2,1,0,2,26,0.00,0,0,12.00
Seahawks,SEA,27,RE,551027266,Jaden Crumedy,3,0,10045,97,2,3.00,0,1,0,0,0,0,0.50,0,0,2.00
Seahawks,SEA,27,ROLB,551028334,Marist Liufau,3,0,10160,57,3,5.00,0,0,0,0,0,0,0.00,0,0,5.00
Seahawks,SEA,27,CB,551026933,Isaiah Bolden,4,0,2861,21,13,52.00,6,10,1,0,6,295,0.00,0,1,25.00
Seahawks,SEA,27,CB,551028142,Jaylon Jones,4,0,2249,26,5,24.00,5,2,1,0,1,16,0.00,0,0,18.00
Seahawks,SEA,27,DT,551027169,Jerrod Clark,4,0,1976,98,2,2.00,0,0,0,0,0,0,0.50,0,0,1.00
Seahawks,SEA,27,LOLB,551028630,Myles Murphy,4,0,2333,14,12,42.00,1,1,1,1,0,0,8.50,0,0,22.00
Seahawks,SEA,27,RE,551027311,Jordan Davis,5,0,10352,99,5,16.00,0,0,0,0,0,0,3.50,0,0,9.00
Seahawks,SEA,27,SS,551027261,Nick Cross,5,0,1319,38,4,10.00,0,3,0,0,2,36,0.00,0,0,4.00
Seahawks,SEA,27,FS,551027079,Percy Butler,5,0,1239,35,13,27.00,1,0,0,0,2,272,0.00,0,0,21.00
Seahawks,SEA,27,CB,551029712,Tariq Woolen,5,0,2054,2,13,39.00,2,10,0,1,4,299,0.00,0,0,27.00
Seahawks,SEA,27,LE,551027006,Bobby Brown III,6,0,1592,92,4,9.00,0,2,0,0,0,0,2.00,0,0,5.00
Seahawks,SEA,27,LOLB,551026837,Derrick Barnes,6,0,1065,55,4,9.00,0,0,2,0,0,0,0.00,0,0,3.00
Seahawks,SEA,27,DT,551026928,Quinton Bohanna,6,0,1598,64,4,5.00,0,0,0,0,0,0,0.00,0,0,5.00
Seahawks,SEA,27,LE,551028382,Justin Madubuike,7,0,441,90,9,24.00,0,3,0,1,0,0,4.50,0,0,15.00
Seahawks,SEA,27,MLB,551027626,Willie Gay,7,0,295,15,10,26.00,1,3,0,0,2,101,0.00,0,1,14.00
Seahawks,SEA,27,CB,551029627,Greedy Williams,8,0,9675,38,5,14.00,2,2,1,0,0,0,0.00,0,0,11.00
Seahawks,SEA,27,FS,551026914,Marquise Blair,8,0,9388,42,4,8.00,0,0,1,0,0,0,0.00,0,0,5.00
Seahawks,SEA,27,ROLB,551027161,Bradley Chubb,9,0,8845,94,7,18.00,0,1,0,0,0,0,3.00,0,0,12.00
Seahawks,SEA,27,LE,551028928,Haason Reddick,10,0,8696,91,2,3.00,0,0,0,0,0,0,0.50,0,0,2.00
Seahawks,SEA,27,SS,551026698,Jamal Adams,10,0,8463,33,8,37.00,1,2,3,0,2,3,1.50,0,0,19.00
Steelers,PIT,28,LOLB,551027128,Elliott Poole,1,0,10315,8,4,4.00,0,0,0,0,0,0,0.00,0,0,4.00
Steelers,PIT,28,SS,551027951,Rodney Gunter,1,4,3807,11,2,1.00,0,1,0,0,0,0,0.00,0,0,1.00
Steelers,PIT,28,MLB,551028253,Andrew Barton,2,0,3926,40,1,1.00,0,0,0,0,0,0,0.00,0,0,1.00
Steelers,PIT,28,DT,551029679,Landry Howard,2,0,3667,98,6,19.00,0,1,0,0,0,0,4.00,0,0,11.00
Steelers,PIT,28,CB,551026694,Kris Abrams-Draine,3,0,9993,30,8,13.00,3,2,0,0,0,0,0.00,0,0,13.00
Steelers,PIT,28,CB,551028559,Quinyon Mitchell,3,0,10349,21,2,3.00,2,1,0,0,0,0,0.50,0,0,2.00
Steelers,PIT,28,CB,551026787,Terrion Arnold,3,0,10001,21,6,30.00,3,5,0,1,3,351,0.00,0,1,15.00
Steelers,PIT,28,MLB,551029521,Trevin Wallace,3,0,10284,0,13,71.00,19,5,1,0,6,95,1.00,0,0,48.00
Steelers,PIT,28,SS,551027213,Chamarri Conner,4,0,2062,23,1,1.00,0,0,0,0,0,0,0.00,0,0,1.00
Steelers,PIT,28,CB,551026910,Mekhi Blackmon,4,0,1551,32,8,18.00,3,4,0,1,1,3,0.00,0,0,15.00
Steelers,PIT,28,CB,551029637,Joshua Williams,5,0,2034,27,3,3.00,0,0,0,0,0,0,0.00,0,0,3.00
Steelers,PIT,28,LE,551029342,Kayvon Thibodeaux,5,0,1973,5,6,18.00,0,0,0,0,0,0,4.50,0,0,9.00
Steelers,PIT,28,MLB,551029014,Malcolm Rodriguez,5,0,1925,46,3,5.00,0,0,0,0,1,27,0.00,0,0,2.00
Steelers,PIT,28,CB,551027465,Martin Emerson Jr,5,0,1565,23,13,38.00,11,5,0,0,1,35,0.00,0,1,29.00
Steelers,PIT,28,MLB,551027333,Nakobe Dean,5,0,1347,17,13,64.00,7,7,1,0,4,90,1.00,0,0,47.00
Steelers,PIT,28,CB,551026706,Paulson Adebo,6,0,1098,29,8,28.00,8,1,0,0,2,114,0.50,0,1,15.00
Steelers,PIT,28,LE,551029460,Josh Uche,7,0,634,55,6,24.00,0,0,0,0,0,0,6.00,0,0,12.00
Steelers,PIT,28,LOLB,551029668,Logan Wilson,7,0,675,45,8,16.00,7,0,0,0,0,0,0.00,0,0,16.00
Steelers,PIT,28,DT,551029136,Jeffery Simmons,8,0,156,99,9,26.00,0,0,0,0,0,0,5.50,0,0,15.00
Steelers,PIT,28,LE,551029295,Josh Sweat,9,4,9073,97,7,16.00,1,0,0,0,0,0,1.50,0,0,13.00
Steelers,PIT,28,FS,551027535,Minkah Fitzpatrick,9,0,8887,39,13,38.00,9,7,0,0,2,28,0.00,0,0,32.00
Steelers,PIT,28,SS,551026818,Budda Baker,10,0,8472,3,12,38.00,7,6,1,0,2,63,0.00,0,0,29.00
Texans,HOU,31,FS,551029149,Jalen Robinson,0,0,3970,36,2,2.00,1,0,0,0,0,0,0.00,0,0,2.00
Texans,HOU,31,SS,551028723,Terrelle Durant,0,0,3782,35,6,19.00,3,5,0,0,0,0,0.00,0,0,19.00
Texans,HOU,31,LE,551028972,Chuck Sands,1,0,4204,15,9,25.00,0,1,0,1,0,0,3.50,0,0,18.00
Texans,HOU,31,LOLB,551028376,Derron Gilbert,1,0,10329,46,1,1.00,0,0,0,0,0,0,0.00,0,0,1.00
Texans,HOU,31,RE,551028800,Jay Newton,1,0,3854,99,5,14.00,0,0,0,0,0,0,3.50,0,0,7.00
Texans,HOU,31,CB,551029264,Martin Aldridge,1,0,3696,21,13,62.00,20,5,0,0,2,30,0.00,0,0,56.00
Texans,HOU,31,CB,551028228,Alphonso Slaughter,2,0,3832,30,3,7.00,1,1,0,0,1,16,0.00,0,0,4.00
Texans,HOU,31,DT,551028754,Anfernee Johns,2,0,10328,92,2,2.00,0,0,0,0,0,0,0.50,0,0,1.00
Texans,HOU,31,MLB,551028889,Edward Samuels,2,27,3358,54,4,7.00,4,1,0,0,0,0,0.00,0,0,7.00
Texans,HOU,31,LOLB,551029334,Glen Berry,2,0,3638,57,9,20.00,7,4,0,0,1,3,1.00,0,0,15.00
Texans,HOU,31,FS,551029622,Jaden Haywood,2,0,3861,2,4,11.00,2,0,0,0,0,0,0.00,0,0,11.00
Texans,HOU,31,DT,551029015,Markelle Judge,2,0,3866,96,7,24.00,0,1,0,0,0,0,2.00,0,0,20.00
Texans,HOU,31,DT,551027532,Braden Fiske,3,0,10072,55,7,17.00,0,0,0,1,0,0,1.50,0,0,14.00
Texans,HOU,31,LE,551028717,BJ Ojulari,4,0,2341,48,2,3.00,0,0,0,0,0,0,0.00,0,0,3.00
Texans,HOU,31,CB,551028825,Clark Phillips III,4,0,2354,38,12,31.00,8,4,0,0,3,41,0.00,0,0,22.00
Texans,HOU,31,CB,551026827,Deonte Banks,4,6,1120,3,8,25.00,10,5,0,0,1,24,0.00,0,0,22.00
Texans,HOU,31,MLB,551026690,Yasir Abdullah,4,0,8369,59,2,2.00,0,0,0,0,0,0,0.00,0,0,2.00
Texans,HOU,31,SS,551026877,Markquese Bell,5,0,1170,14,1,1.00,0,0,0,0,0,0,0.00,0,0,1.00
Texans,HOU,31,ROLB,551027308,Jamin Davis,6,0,1589,50,13,64.00,18,5,2,2,3,19,2.50,0,0,44.00
Texans,HOU,31,MLB,551026936,Nick Bolton,6,0,977,32,12,60.00,26,1,0,0,3,30,0.00,0,0,51.00
Texans,HOU,31,SS,551027342,Grant Delpit,7,0,249,9,13,78.00,22,2,1,0,5,154,0.00,0,1,54.00
Texans,HOU,31,CB,551028004,Donte Jackson,9,7,8936,26,12,38.00,11,2,0,0,2,40,0.00,0,1,26.00
Texans,HOU,31,RE,551026949,Joey Bosa,11,0,7902,94,5,9.00,0,0,0,0,0,0,1.50,0,0,6.00
Titans,TEN,29,DT,551027087,Deacon McIntosh,0,0,4070,97,1,2.00,0,0,0,0,0,0,0.00,0,0,2.00
Titans,TEN,29,LOLB,551028247,Dennis Bowens,0,0,3869,50,5,10.00,0,1,0,0,0,0,2.50,0,0,5.00
Titans,TEN,29,SS,551029492,Amir Minor,1,0,3842,31,2,2.00,0,0,0,0,0,0,0.00,0,0,2.00
Titans,TEN,29,CB,551027840,K.J. Bass,1,0,3350,36,11,26.00,3,9,0,1,2,0,0.00,0,0,20.00
Titans,TEN,29,MLB,551029133,Solomon Brothers,1,0,3810,55,13,56.00,10,2,0,1,3,28,0.50,0,0,46.00
Titans,TEN,29,RE,551027347,Zach Dawson,1,0,4207,92,7,26.00,0,0,0,0,0,0,5.00,0,0,16.00
Titans,TEN,29,MLB,551029450,Andrew Redding,2,0,4089,41,5,23.00,3,3,0,0,2,13,1.50,0,0,14.00
Titans,TEN,29,CB,551028021,Bernard Peters,2,0,10357,38,11,32.00,5,2,0,0,3,73,0.00,0,0,23.00
Titans,TEN,29,RE,551027279,Brandon Peoples,2,0,4077,98,2,2.00,0,0,0,0,0,0,0.50,0,0,1.00
Titans,TEN,29,MLB,551028183,Damarious Johnson,2,0,3937,5,6,22.00,8,2,0,0,0,0,0.00,0,0,22.00
Titans,TEN,29,CB,551029269,Paul Carruthers,2,0,3357,29,12,52.00,12,10,0,0,5,284,0.00,0,1,31.00
Titans,TEN,29,LOLB,551026809,Spencer Shelton,2,0,3807,11,8,24.00,1,0,1,2,0,0,3.00,0,0,15.00
Titans,TEN,29,SS,551028805,Takoby Cunningham,2,0,3522,37,12,39.00,4,5,2,1,2,1,0.00,0,0,27.00
Titans,TEN,29,LE,551027378,Brandon Dorlus,3,0,10058,93,7,14.00,0,0,0,0,0,0,3.00,0,0,8.00
Titans,TEN,29,LOLB,551027961,Jalyx Hunt,3,0,10112,58,6,7.00,2,2,0,0,0,0,0.50,0,0,6.00
Titans,TEN,29,ROLB,551028385,Jordan Magee,3,0,0,53,5,10.00,0,1,1,0,0,0,0.00,0,0,7.00
Titans,TEN,29,CB,551027670,Christian Gonzalez,4,0,2171,0,5,13.00,1,3,0,0,1,252,0.00,0,0,10.00
Titans,TEN,29,LE,551026772,Felix Anudike-Uzomah,4,0,958,99,3,7.00,0,1,0,0,0,0,2.00,0,0,3.00
Titans,TEN,29,SS,551026861,Jordan Battle,4,0,1298,30,11,42.00,4,5,1,1,3,23,0.00,0,0,30.00
Titans,TEN,29,MLB,551028771,Owen Pappoe,4,0,2347,44,5,15.00,5,0,0,0,0,0,1.00,0,0,13.00
Titans,TEN,29,CB,551028152,Marcus Jones,5,0,1789,25,4,14.00,2,0,0,0,1,29,0.00,0,1,5.00
Titans,TEN,29,RE,551027284,Mike Danna,7,0,853,51,1,1.00,0,0,0,0,0,0,0.00,0,0,1.00
Vikings,MIN,30,SS,551027473,Brandon Tongue,0,0,3760,48,3,3.00,0,0,0,0,0,0,0.00,0,0,3.00
Vikings,MIN,30,RE,551028219,Ethan Feldman,0,0,3380,50,7,9.00,0,2,0,0,1,18,0.00,0,0,6.00
Vikings,MIN,30,DT,551028254,Jamaal Williams,0,0,4076,60,1,1.00,0,0,0,0,0,0,0.00,0,0,1.00
Vikings,MIN,30,MLB,551027482,Troy Freeman,0,0,10315,95,6,7.00,0,0,0,0,0,0,0.00,0,0,7.00
Vikings,MIN,30,SS,551027984,Aaron Swann,1,0,3760,8,6,19.00,0,1,0,0,0,0,1.50,0,0,16.00
Vikings,MIN,30,ROLB,551027928,Brandon Hamilton,1,0,3358,99,2,2.00,0,0,0,0,0,0,0.00,0,0,2.00
Vikings,MIN,30,ROLB,551029188,Jeremiah Diggs,1,0,3638,31,9,21.00,0,0,0,0,0,0,2.00,0,0,17.00
Vikings,MIN,30,CB,551029098,Rafael McGowan,1,0,4205,23,6,15.00,0,2,0,0,2,22,0.00,0,0,9.00
Vikings,MIN,30,CB,551027383,Jerome Lambert,2,0,3945,38,13,39.00,0,7,1,0,1,1,0.00,0,0,33.00
Vikings,MIN,30,CB,551028274,Kamari Lassiter,3,0,10147,10,8,10.00,0,4,0,0,0,0,0.00,0,0,10.00
Vikings,MIN,30,DT,551026983,Bryan Bresee,4,0,1781,90,8,12.00,0,0,0,0,0,0,0.50,0,0,11.00
Vikings,MIN,30,RE,551028781,Josh Paschal,5,0,1877,93,8,17.00,0,1,1,2,0,0,3.00,0,0,8.00
Vikings,MIN,30,MLB,551026753,Troy Andersen,5,0,1133,44,13,52.00,0,6,1,1,4,361,0.00,0,1,31.00
Vikings,MIN,30,LE,551029433,Joe Tryon-Shoyinka,6,0,1020,91,8,32.00,0,0,3,0,0,0,4.50,0,0,14.00
Vikings,MIN,30,CB,551029288,Patrick Surtain II,6,0,1301,2,12,49.00,0,10,1,0,5,29,0.00,0,0,31.00
Vikings,MIN,30,FS,551028119,Brandon Jones,7,0,404,34,9,27.00,0,4,0,0,3,41,0.00,0,0,18.00
Vikings,MIN,30,DT,551027750,DaVon Hamilton,7,3,317,98,6,12.00,0,0,0,1,0,0,2.00,0,0,8.00
Vikings,MIN,30,CB,551028628,Byron Murphy Jr,8,0,9582,22,10,30.00,0,3,0,0,3,63,0.00,0,1,15.00
Vikings,MIN,30,FS,551027615,C.J. Gardner-Johnson,8,0,10357,8,12,20.00,0,5,0,0,0,0,0.00,0,0,20.00
Vikings,MIN,30,LOLB,551026849,Cody Barton,8,0,9381,54,3,3.00,0,0,0,0,0,0,0.00,0,0,3.00
Vikings,MIN,30,CB,551028347,David Long Jr,8,0,9555,28,6,5.00,0,2,0,0,0,0,0.00,0,0,5.00
Vikings,MIN,30,LOLB,551028736,Foyesade Oluokun,9,0,9347,20,11,32.00,0,5,0,0,1,8,4.50,0,0,20.00
Vikings,MIN,30,DT,551029252,Grover Stewart,10,3,9293,96,5,12.00,0,1,0,0,0,0,3.00,0,0,6.00
Vikings,MIN,30,LE,551027427,Samson Ebukam,10,0,9177,51,2,2.00,0,0,0,0,0,0,0.00,0,0,2.00
