rosterId,recPts,recDrops,scheduleId,recYacPerCatch,recTDs,recYdsPerGame,weekIndex,recYds,seasonIndex,recCatchPct,recCatches,teamId,stageIndex,recLongest,recYdsPerCatch,recToPct,recYdsAfterCatch,fullName,statId
551028271,0,0,543031549,2.33333,0,84.6,0,59,3,100,6,758644771,1,15,9.83333,0,14,S.LaPorta,537789041
551029508,0,0,543031549,0,0,9,0,4,3,100,1,758644771,1,4,4,0,0,K.Walker III,537526793
551028729,0,0,543031549,1,0,58.4,0,19,3,100,2,758644771,1,11,9.5,0,2,C.Olave,537791239
551027954,0,1,543031549,14.2,1,97.4,0,150,3,83.3333,5,758644771,1,72,30,0,71,A.Roth,537791320
551029846,0,0,543031549,4,0,44.8,0,17,3,100,2,758644771,1,9,8.5,0,8,T.Bradshaw,537790039
551029609,0,0,543031549,12.3333,0,11.8,0,48,3,100,3,758644771,1,34,16,0,37,J.Wiley,537792653
551028261,0,0,543031549,6.66667,1,64.6667,0,77,3,100,3,758644742,1,58,25.6667,0,20,C.Lamb,537794104
551027499,0,0,543031549,0,0,13.3333,0,17,3,100,1,758644742,1,17,17,0,0,N.Fant,537788778
551027365,0,0,543031549,3,0,1.16667,0,7,3,100,1,758644742,1,7,7,0,3,A.Dillon,537789481
551027468,0,1,543031549,21,0,49.8333,0,47,3,50,1,758644742,1,47,47,0,21,E.Engram,537793608
551028767,0,0,543031549,2,1,57.8333,0,43,3,100,2,758644742,1,26,21.5,0,4,J.Palmer,537794484
551029151,0,0,543031549,13,1,15.25,0,18,3,100,2,758644742,1,11,9,0,26,V.Johnson,537791974
551026730,0,0,543031549,5.5,0,27,0,21,3,100,2,758644742,1,18,10.5,0,11,B.Allen,537793502
551027068,0,0,543031549,3,0,2.2,0,11,3,100,1,758644742,1,11,11,0,3,J.Burton,537788955
551028854,0,1,543031564,3.33333,0,5.2,0,26,3,75,3,758644766,1,19,8.66667,0,10,M.Pittman Jr,537791381
551028839,0,1,543031564,2.8,0,71.6,0,70,3,83.3333,5,758644766,1,31,14,0,14,A.Pierce,537791714
551028473,0,0,543031564,5.11111,2,74,0,133,3,100,9,758644766,1,27,14.7778,0,46,T.Warren,537794437
551028803,0,1,543031564,0,0,0,0,0,3,0,0,758644766,1,0,0,0,0,A.Donahue,537793922
551026798,0,0,543031564,0,0,1.6,0,8,3,100,1,758644766,1,8,8,0,0,C.Austin,537794367
551029481,0,0,543031564,15,0,10.2,0,18,3,100,1,758644766,1,18,18,0,15,C.Brown,537795227
551029891,0,0,543031564,6.8,0,55,0,54,3,100,5,758644766,1,36,10.8,0,34,J.Chavez,537789243
551029716,0,1,543031564,2.5,1,63.4,0,107,3,85.7143,6,758644738,1,43,17.8333,0,15,X.Worthy,537789638
551029539,0,0,543031564,5,0,8,0,22,3,100,2,758644738,1,15,11,0,10,J.Warren,537792914
551029270,0,0,543031564,7.25,0,14.6,0,73,3,100,4,758644738,1,52,18.25,0,29,B.Strange,537789099
551028946,0,1,543031564,3,0,40.4,0,42,3,80,4,758644738,1,14,10.5,0,12,T.Reiman,537790433
551028226,0,1,543031564,2.83333,0,48.6,0,73,3,85.7143,6,758644738,1,28,12.1667,0,17,C.Kirk,537792438
551028080,0,0,543031564,0.6,0,60.4,0,46,3,100,5,758644738,1,13,9.2,0,3,D.Johnson,537526882
551028703,0,0,543031565,2,1,31,0,21,3,100,1,758644763,1,21,21,0,2,R.Odunze,537793111
551028100,0,0,543031565,16.3333,1,78.3333,0,88,3,100,3,758644763,1,35,29.3333,0,49,T.Johnson,537794211
551028795,0,1,543031565,2.5,2,83.8333,0,69,3,80,4,758644763,1,25,17.25,0,10,R.Pearsall,537792078
551029667,0,1,543031565,2,0,28.1667,0,4,3,50,1,758644763,1,4,4,0,2,J.Wilson,537790209
551029707,0,1,543031565,3,0,18.8333,0,18,3,75,3,758644763,1,7,6,0,9,R.Thomas,537794613
551026717,0,0,543031565,3.5,1,91.6667,0,134,3,100,10,758644751,1,51,13.4,0,35,B.Aiyuk,537791395
551027893,0,2,543031565,3.25,0,52.5,0,64,3,66.6667,4,758644751,1,31,16,0,13,T.Hockenson,537793507
551027373,0,0,543031565,3.2,2,18.3333,0,35,3,100,5,758644751,1,8,7,0,16,J.Dobbins,537792405
551027203,0,0,543031565,7.25,0,41.8333,0,85,3,100,4,758644751,1,28,21.25,0,29,N.Collins,537792295
551026857,0,0,543031565,2,0,19.1667,0,19,3,100,1,758644751,1,19,19,0,2,R.Bateman,537793313
551028557,0,0,543031565,12,0,14.6667,0,57,3,100,4,758644751,1,23,14.25,0,48,K.Mitchell,537792612
551029237,0,1,543031569,13,2,100.8,0,156,3,87.5,7,758644769,1,76,22.2857,0,91,A.St. Brown,537794359
551028232,0,1,543031569,17.5,0,31.6,0,58,3,66.6667,2,758644769,1,40,29,0,35,C.Kmet,537795096
551027889,0,0,543031569,11,0,10.2,0,45,3,100,4,758644769,1,19,11.25,0,44,S.Moreland,537789374
551028546,0,0,543031569,8.75,0,69.6,0,55,3,100,4,758644769,1,30,13.75,0,35,M.Mims Jr,537788536
551028591,0,0,543031569,0,0,15.8,0,10,3,100,2,758644769,1,5,5,0,0,R.Moore,537526727
551028807,0,0,543031569,12,0,13.4,0,6,3,100,1,758644769,1,6,6,0,12,D.Peoples-Jones,537794062
551029148,0,0,543031569,8,1,70.8333,0,89,3,100,4,758644743,1,56,22.25,0,32,B.Sinnott,537791410
551028962,0,0,543031569,2.33333,0,54.6667,0,48,3,100,3,758644743,1,29,16,0,7,R.Rice,537790856
551026819,0,0,543031569,3.33333,2,103.833,0,73,3,100,6,758644743,1,32,12.1667,0,20,J.Baker,537794162
551029436,0,1,543031569,5,0,51.6667,0,43,3,80,4,758644743,1,24,10.75,0,20,T.Tucker,537790004
551027942,0,1,543031569,6.25,0,31.6667,0,55,3,80,4,758644743,1,17,13.75,0,25,C.Hubbard,537793440
551028765,0,0,543031572,6.5,1,57.3333,0,57,3,100,6,758644762,1,29,9.5,0,39,I.Pacheco,537791308
551029209,0,0,543031572,5.5,1,54.5,0,92,3,100,4,758644762,1,51,23,0,22,J.Smith-Njigba,537791801
551028578,0,0,543031572,9,0,41.3333,0,35,3,100,3,758644762,1,18,11.6667,0,27,D.Mooney,537791259
551028439,0,0,543031572,3.625,1,79.1667,0,90,3,100,8,758644762,1,21,11.25,0,29,T.McBride,537790366
551028519,0,0,543031572,4,0,59.1667,0,45,3,100,2,758644762,1,25,22.5,0,8,B.Melton,537791986
551029778,0,0,543031572,7,0,11,0,17,3,100,2,758644767,1,9,8.5,0,14,D.Brothers,537791622
551029335,0,0,543031572,4.75,0,76.8,0,74,3,100,4,758644767,1,28,18.5,0,19,G.Chambers,537789774
551026731,0,0,543031572,8.5,1,32.8,0,24,3,100,2,758644767,1,21,12,0,17,D.Langham,537795126
551029751,0,0,543031572,12.5,0,20.2,0,27,3,100,2,758644767,1,20,13.5,0,25,B.Tharpe,537792708
551028732,0,0,543031572,12,0,6.4,0,15,3,100,1,758644767,1,15,15,0,12,J.Oliver,537793561
551027249,0,0,543031573,12,0,94.5,0,84,3,100,3,758644749,1,39,28,0,36,J.Cowing,537788652
551029601,0,0,543031573,8.66667,1,38.1667,0,44,3,100,3,758644749,1,30,14.6667,0,26,J.Whittington,537788783
551027636,0,0,543031573,3.4,0,17,0,31,3,100,5,758644749,1,13,6.2,0,17,J.Gibbs,537790883
551027543,0,0,543031573,3.33333,1,99.5,0,61,3,100,3,758644749,1,30,20.3333,0,10,Z.Flowers,537793382
551026887,0,0,543031573,19.4,1,145.667,0,207,3,100,5,758644749,1,67,41.4,0,97,G.Gerard,537792978
551029729,0,1,543031573,8.8,0,32.6667,0,51,3,83.3333,5,758644739,1,28,10.2,0,44,J.Wright,537791880
551027267,0,0,543031573,3.66667,1,5.33333,0,24,3,100,3,758644739,1,13,8,0,11,D.Culp,537793656
551029085,0,0,543031573,2,0,62.1667,0,19,3,100,3,758644739,1,15,6.33333,0,6,A.Schwartz,537791084
551027296,0,0,543031573,3,0,2.33333,0,5,3,100,1,758644739,1,5,5,0,3,C.Doolittle,537793713
551029386,0,0,543031573,1.33333,0,79.5,0,51,3,100,3,758644739,1,45,17,0,4,T.Thornton,537526276
551029479,0,0,543031573,8.6,1,46.6667,0,71,3,100,5,758644739,1,28,14.2,0,43,C.Myers,537791351
551029666,0,0,543031576,0,1,39.6667,0,6,3,100,1,758644737,1,6,6,0,0,G.Wilson,537790156
551028836,0,0,543031576,3,0,58.8333,0,31,3,100,2,758644737,1,20,15.5,0,6,G.Pickens,537790102
551029674,0,1,543031576,4,0,60.3333,0,76,3,83.3333,5,758644737,1,30,15.2,0,20,R.Wilson,537792137
551027870,0,0,543031576,5,1,22.6667,0,57,3,100,3,758644737,1,35,19,0,15,E.Higgins,537791515
551028424,0,0,543031576,7.5,0,15.1667,0,21,3,100,2,758644737,1,15,10.5,0,15,E.Cooper,537791956
551029866,0,0,543031576,0,0,19.5,0,8,3,100,1,758644737,1,8,8,0,0,B.Andrews,537526945
551028432,0,1,543031576,5,0,8.33333,0,37,3,66.6667,2,758644750,1,24,18.5,0,10,M.Mayer,537792339
551029853,0,2,543031576,12,0,50.8333,0,8,3,33.3333,1,758644750,1,8,8,0,12,D.Dailey,537526288
551027436,0,0,543031576,1,0,11.3333,0,10,3,100,1,758644750,1,10,10,0,1,T.Walford,537794016
551027183,0,1,543031576,3.5,0,64.1667,0,44,3,66.6667,2,758644750,1,23,22,0,7,J.Jefferson,537791202
551027016,0,0,543031576,9,1,14.6667,0,45,3,100,1,758644750,1,45,45,0,9,C.Brown,537791434
551027939,0,1,543031576,0,0,4.66667,0,0,3,0,0,758644750,1,0,0,0,0,D.Hinton,537794296
551029862,0,0,543031576,6.66667,0,42.1667,0,41,3,100,3,758644750,1,31,13.6667,0,20,Z.Nash,537791266
551027664,0,0,543031594,7.28571,2,46.75,0,159,3,100,7,758644741,1,74,22.7143,0,51,D.Goedert,537795201
551029512,0,0,543031594,2,0,25.8333,0,41,3,100,3,758644741,1,24,13.6667,0,6,D.Walker,537789972
551028344,0,0,543031594,12,0,70.6667,0,16,3,100,1,758644741,1,16,16,0,12,D.London,537794142
551028645,0,0,543031594,3.5,0,4.5,0,12,3,100,2,758644741,1,6,6,0,7,R.McCray,537791213
551029820,0,0,543031594,3,2,81.5,0,77,3,100,5,758644741,1,50,15.4,0,15,D.Wilkerson,537789697
551026789,0,0,543031594,5.33333,0,22.8333,0,22,3,100,3,758644741,1,12,7.33333,0,16,A.Moore,537526896
551027551,0,1,543031594,13.5,0,12.5,0,31,3,66.6667,2,758644741,1,25,15.5,0,27,J.Ford,537795211
551027226,0,1,543031594,3,0,5.8,0,28,3,80,4,758644741,1,11,7,0,12,A.Cooper,537794263
551029717,0,0,543031594,6,0,55.6667,0,8,3,100,1,758644741,1,8,8,0,6,A.Buckhalter,537794287
551029593,0,0,543031594,4.33333,0,16.8,0,9,3,100,3,758644747,1,11,3,0,13,R.White,537794361
551029801,0,0,543031594,6,1,60.8,0,51,3,100,2,758644747,1,26,25.5,0,12,A.Springs,537789578
551027393,0,0,543031594,5,1,38.4,0,73,3,100,6,758644747,1,29,12.1667,0,30,J.Downs,537793248
551028902,0,1,543031594,0,0,0.2,0,0,3,0,0,758644747,1,0,0,0,0,Z.Tramer,537789917
551027400,0,1,543031594,33.5,1,42.2,0,80,3,66.6667,2,758644747,1,63,40,0,67,L.Altman,537790344
551029671,0,0,543031594,11,0,32.4,0,27,3,100,2,758644747,1,18,13.5,0,22,M.Wilson,537793986
551029630,0,1,543031570,2.42857,0,91.6,0,72,3,87.5,7,758644736,1,19,10.2857,0,17,J.Williams,537792850
551027281,0,0,543031570,16.1667,2,87,0,140,3,100,6,758644736,1,84,23.3333,0,97,B.Autry,537792589
551029798,0,0,543031570,7.5,0,38.6,0,13,3,100,2,758644736,1,8,6.5,0,15,D.Logan,537527019
551029468,0,0,543031570,9,0,2.8,0,8,3,100,1,758644736,1,8,8,0,9,S.Vaki,537791226
551027522,0,0,543031570,12.2,1,36.4,0,107,3,100,5,758644736,1,50,21.4,0,61,J.Ferguson,537791834
551029834,0,0,543031570,5.33333,0,40.2,0,22,3,100,3,758644736,1,18,7.33333,0,16,M.Gomez,537526656
551029860,0,0,543031570,2.5,1,39,0,15,3,100,2,758644736,1,11,7.5,0,5,B.Mack,537789510
551028229,0,0,543031570,5.16667,0,65.6667,0,71,3,100,6,758644761,1,23,11.8333,0,31,G.Kittle,537793518
551027197,0,0,543031570,0.333333,0,68,0,64,3,100,3,758644761,1,28,21.3333,0,1,K.Coleman,537788697
551028237,0,0,543031570,3,1,1,0,3,3,100,1,758644761,1,3,3,0,3,D.Knox,537789793
551027221,0,0,543031570,1.5,0,10.8333,0,9,3,100,2,758644761,1,6,4.5,0,3,J.Cook,537793718
551028441,0,0,543031570,4.33333,4,106.833,0,144,3,100,12,758644761,1,25,12,0,52,L.McCaffrey,537526823
551028064,0,0,543031570,6,0,1,0,6,3,100,1,758644761,1,6,6,0,6,M.Barclay,537788547
551027795,0,0,543031586,2.33333,1,50.8,0,42,3,100,3,758644746,1,26,14,0,7,M.Harrison Jr,537794210
551028302,0,0,543031586,3.2,1,71.2,0,84,3,100,10,758644746,1,22,8.4,0,32,X.Legette,537794159
551028681,0,0,543031586,3.14286,0,64.6,0,82,3,100,7,758644746,1,13,11.7143,0,22,D.Njoku,537792243
551026890,0,0,543031586,4,0,12.6,0,10,3,100,2,758644746,1,7,5,0,8,T.Benson,537790888
551029821,0,0,543031586,8.5,1,58.75,0,110,3,100,6,758644746,1,36,18.3333,0,51,S.Coates,537792668
551028024,0,0,543031586,2,0,25.6,0,0,3,100,1,758644746,1,0,0,0,2,J.Jacobs,537790640
551028649,0,1,543031586,5,1,73.6667,0,81,3,75,3,758644770,1,35,27,0,15,P.Nacua,537794110
551029299,0,0,543031586,3,0,0.666667,0,4,3,100,1,758644770,1,4,4,0,3,D.Swift,537793595
551029084,0,0,543031586,3.5,0,9.83333,0,12,3,100,2,758644770,1,7,6,0,7,D.Schultz,537793434
551027257,0,0,543031586,3.6,0,57,0,82,3,100,5,758644770,1,25,16.4,0,18,Z.Daniels,537791216
551029852,0,0,543031586,1.33333,0,3.83333,0,23,3,100,3,758644770,1,10,7.66667,0,4,T.Vincent,537526377
551029639,0,0,543031586,4,0,2.16667,0,13,3,100,1,758644770,1,13,13,0,4,K.Williams,537792738
551028861,0,0,543031586,3,0,7,0,5,3,100,1,758644770,1,5,5,0,3,J.Shields,537789383
551029109,0,0,543031554,2.85714,0,49.4,0,74,3,100,7,758644765,1,22,10.5714,0,20,R.Shaheed,537789555
551029799,0,0,543031554,2.25,1,20,0,45,3,100,4,758644765,1,15,11.25,0,9,D.Nance,537791504
551029850,0,0,543031554,2.5,1,101.5,0,63,3,100,6,758644765,1,14,10.5,0,15,L.Hurts,537792462
551028088,0,0,543031554,4.25,0,19,0,33,3,100,4,758644765,1,16,8.25,0,17,B.Thompson,537792073
551028585,0,0,543031554,4,1,54.2,0,84,3,100,6,758644748,1,32,14,0,24,D.Moore,537788618
551028755,0,0,543031554,4.33333,0,39.6,0,35,3,100,3,758644748,1,12,11.6667,0,13,C.Otton,537791722
551029810,0,0,543031554,2.5,0,40.2,0,37,3,100,2,758644748,1,26,18.5,0,5,L.Traynor,537794702
551026935,0,0,543031554,3.4,0,31.4,0,32,3,100,5,758644748,1,11,6.4,0,17,C.Cooks,537794641
551028415,0,0,543031554,3,0,4.6,0,6,3,100,1,758644748,1,6,6,0,3,C.Baker,537792715
551029870,0,0,543031554,2.33333,0,56.6,0,27,3,100,3,758644748,1,12,9,0,7,M.Clemens,537526418
551027477,0,0,543031567,10.5,0,30.2,0,47,3,100,4,758644758,1,24,11.75,0,42,T.Etienne Jr,537790654
551027584,0,1,543031567,6.33333,0,48,0,101,3,85.7143,6,758644758,1,26,16.8333,0,38,P.Freiermuth,537788700
551027385,0,0,543031567,2,0,22,0,8,3,100,1,758644758,1,8,8,0,2,J.Dotson,537788426
551028587,0,0,543031567,4.66667,1,46.2,0,30,3,100,3,758644758,1,18,10,0,14,E.Moore,537795150
551029843,0,2,543031567,4,0,64.6,0,74,3,84.6154,11,758644758,1,20,6.72727,0,44,L.Norman,537526492
551028526,0,2,543031567,4.4,1,108.5,0,129,3,71.4286,5,758644755,1,58,25.8,0,22,D.Metcalf,537795131
551027737,0,0,543031567,11.6667,0,66.8333,0,45,3,100,3,758644755,1,31,15,0,35,B.Hall,537790792
551028497,0,0,543031567,4,0,17.3333,0,36,3,100,2,758644755,1,27,18,0,8,T.McLaurin,537791667
551026767,0,0,543031567,1.16667,0,65,0,46,3,100,6,758644755,1,14,7.66667,0,7,M.Andrews,537789490
551028530,0,0,543031567,8.5,1,10.3333,0,25,3,100,2,758644755,1,14,12.5,0,17,J.Meyers,537791252
551029856,0,0,543031567,10.5,1,24.25,0,60,3,100,2,758644755,1,40,30,0,21,M.Beckett,537526862
551029552,0,0,543031574,6.4,0,91.4,0,101,3,100,5,758644753,1,52,20.2,0,32,C.Watson,537793161
551028777,0,1,543031574,14,0,51.8,0,21,3,50,1,758644753,1,21,21,0,14,C.Parkinson,537788918
551029827,0,0,543031574,4.5,0,41.2,0,36,3,100,4,758644753,1,14,9,0,18,E.Smith,537792032
551028472,0,1,543031574,11,0,8.8,0,13,3,50,1,758644753,1,13,13,0,11,R.Burton,537790555
551029111,0,0,543031574,1,0,18.4,0,1,3,100,1,758644753,1,1,1,0,1,T.Thorne,537793990
551027387,0,1,543031574,5,0,55.4,0,18,3,66.6667,2,758644753,1,16,9,0,10,R.Doubs,537789912
551029859,0,0,543031574,1,0,1.4,0,7,3,100,1,758644753,1,7,7,0,1,T.Middleton,537526522
551028990,0,0,543031574,18,0,14.25,0,14,3,100,1,758644759,1,14,14,0,18,B.Robinson,537789853
551029706,0,0,543031574,7,0,39.8333,0,12,3,100,1,758644759,1,12,12,0,7,J.Woods,537792940
551027884,0,1,543031574,0,0,9,0,0,3,0,0,758644759,1,0,0,0,0,T.Hill,537790917
551029823,0,1,543031574,3.8,3,63.6667,0,116,3,83.3333,5,758644759,1,38,23.2,0,19,A.Childress,537791903
551028648,0,0,543031574,3.5,0,75,0,68,3,100,6,758644759,1,21,11.3333,0,21,M.Nabers,537790443
551028693,0,1,543031574,0,0,15.1667,0,0,3,0,0,758644759,1,0,0,0,0,J.Borden,537789876
551026956,0,1,543031583,1.66667,1,47.4,0,48,3,75,3,758644772,1,20,16,0,5,B.Bowers,537794356
551027133,0,0,543031583,1,0,2.2,0,6,3,100,1,758644772,1,6,6,0,1,T.Francisco,537791087
551028952,0,0,543031583,1,0,5.8,0,4,3,100,1,758644772,1,4,4,0,1,B.Hartwell,537789729
551029833,0,1,543031583,14,0,66.4,0,18,3,50,1,758644772,1,18,18,0,14,J.Levine,537794682
551027341,0,0,543031583,1.6,1,75.4,0,71,3,100,5,758644752,1,30,14.2,0,8,T.Dell,537794327
551028215,0,0,543031583,8.4,0,56.4,0,61,3,100,5,758644752,1,24,12.2,0,42,D.Kincaid,537791936
551027701,0,0,543031583,6,0,11.2,0,13,3,100,1,758644752,1,13,13,0,6,N.Gray,537794121
551029807,0,0,543031583,0.666667,1,50.8,0,28,3,100,3,758644752,1,27,9.33333,0,2,J.Clark,537526406
551029110,0,0,543031583,1.16667,0,67.5,0,39,3,100,6,758644752,1,11,6.5,0,7,K.Shakir,537794525
551026999,0,0,543031577,14,0,46.3333,0,63,3,100,4,758644740,1,22,15.75,0,56,J.Brooks,537789133
551028455,0,0,543031577,9.44444,2,118.6,0,197,3,100,9,758644740,1,84,21.8889,0,85,L.McConkey,537789744
551026704,0,0,543031577,5,1,55,0,73,3,100,4,758644740,1,39,18.25,0,20,J.Addison,537788630
551027388,0,0,543031577,1,1,45,0,36,3,100,2,758644740,1,28,18,0,2,D.Douglas,537794013
551027908,0,2,543031577,3.14286,0,73,0,79,3,77.7778,7,758644740,1,22,11.2857,0,22,C.Foster,537792551
551028936,0,0,543031577,3.5,2,41.6667,0,122,3,100,8,758644740,1,40,15.25,0,28,J.Reed,537788613
551027304,0,0,543031577,1.33333,0,28.6,0,48,3,100,3,758644764,1,25,16,0,4,G.Davis,537792550
551028336,0,0,543031577,3.33333,1,23.8,0,32,3,100,6,758644764,1,9,5.33333,0,20,M.Lloyd,537791761
551027601,0,0,543031577,10,0,6.4,0,21,3,100,1,758644764,1,21,21,0,10,R.Gage Jr,537794998
551027577,0,0,543031577,6.85714,1,75.2,0,132,3,100,7,758644764,1,39,18.8571,0,48,T.Franklin,537792565
551027150,0,1,543031577,9,0,33.2,0,41,3,66.6667,2,758644764,1,24,20.5,0,18,J.Chase,537790701
551027233,0,0,543031577,3,0,43.4,0,26,3,100,2,758644764,1,14,13,0,6,D.Carmichael,537794380
551028552,0,0,543031548,3,0,35.25,0,36,3,100,2,758644768,1,26,18,0,6,A.Mitchell,537791575
551028720,0,0,543031548,2.42857,2,78,0,76,3,100,7,758644768,1,20,10.8571,0,17,C.Okonkwo,537794236
551028840,0,0,543031548,5,0,26.5,0,9,3,100,1,758644768,1,9,9,0,5,D.Pierce,537793822
551029058,0,0,543031548,6.5,1,46.5,0,41,3,100,2,758644768,1,27,20.5,0,13,D.Samuel Sr,537789176
551027008,0,0,543031548,4.66667,0,75.6667,0,34,3,100,3,758644768,1,16,11.3333,0,14,A.Brown,537789759
551026834,0,0,543031548,3,0,12.8333,0,4,3,100,1,758644768,1,4,4,0,3,S.Barkley,537794993
551029168,0,0,543031548,1,0,24.1667,0,4,3,100,1,758644768,1,4,4,0,1,I.Smith Jr,537792492
551026695,0,0,543031548,7,0,43.3333,0,15,3,100,1,758644757,1,15,15,0,7,D.Achane,537791838
551028042,0,0,543031548,4,0,86.3333,0,57,3,100,3,758644757,1,28,19,0,12,J.Jefferson,537792754
551028272,0,0,543031548,2,0,3.66667,0,5,3,100,1,758644757,1,5,5,0,2,D.Adams,537792471
551029839,0,0,543031548,3.5,0,25.5,0,12,3,100,2,758644757,1,7,6,0,7,E.Campbell,537792008
551029345,0,0,543031548,3.66667,0,146.167,0,35,3,100,3,758644757,1,14,11.6667,0,11,B.Thomas Jr,537794141
551027847,0,0,543031548,4.2,0,28.2,0,51,3,100,5,758644757,1,17,10.2,0,21,H.Henry,537792316
